Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,MACD,ADX,Relative_Price_20,Relative_Price_50,RSI,Stoch,ROC,BB_High,BB_Low,ATR,Volatility,OBV,ADI,Returns,Returns_5d,Returns_20d
2020-01-02,0.1806260837255388,0.1834606191014131,0.18537166878421407,0.18659688773619862,0.03235921760623461,0.19021877873686893,0.1723779887449398,0.18325143337105085,0.6125505341060998,0.0,0.3872617082782548,0.2203194695737794,0.8101413437027154,0.9141117178217009,0.5462219307537948,0.16296367089140296,0.22709085056551342,0.0,0.20436511928078255,0.3236177456062007,0.47938414938210916,0.5206296146780152,0.5878315781797248,0.39136246600739366
2020-01-03,0.18134443893980678,0.1843984279249335,0.18643828525716433,0.18488329010744717,0.028434225389401664,0.19021877873686893,0.1723779887449398,0.18325143337105085,0.6125505341060998,0.0,0.3872617082782548,0.2203194695737794,0.8101413437027154,0.9141117178217009,0.5462219307537948,0.16296367089140296,0.22709085056551342,0.0,0.20436511928078255,0.3174971264960385,0.47934578572160036,0.5206296146780152,0.5878315781797248,0.39136246600739366
2020-01-06,0.18054867475848402,0.1880574197281769,0.18576380719338698,0.19095035198221563,0.054254479805540226,0.19021877873686893,0.1723779887449398,0.18325143337105085,0.6125505341060998,0.0,0.3872617082782548,0.2203194695737794,0.8101413437027154,0.9141117178217009,0.5462219307537948,0.16296367089140296,0.22709085056551342,0.0,0.20436511928078255,0.32682986897170013,0.4983666716456774,0.5691973923744877,0.5878315781797248,0.39136246600739366
2020-01-07,0.19002353232598468,0.190824724453319,0.19396734271328409,0.19166049154007656,0.0456337163260077,0.19021877873686893,0.1723779887449398,0.18325143337105085,0.6125505341060998,0.0,0.3872617082782548,0.2203194695737794,0.8101413437027154,0.9141117178217009,0.5462219307537948,0.16296367089140296,0.22709085056551342,0.0,0.20436511928078255,0.33509016051970003,0.4970411951968554,0.5356378130158509,0.5878315781797248,0.39136246600739366
2020-01-08,0.19030220460738173,0.19337679436650557,0.19531943594811224,0.19499505989872792,0.0385193864515839,0.19021877873686893,0.1723779887449398,0.18325143337105085,0.6125505341060998,0.0,0.3872617082782548,0.2203194695737794,0.8101413437027154,0.9141117178217009,0.5462219307537948,0.16296367089140296,0.22709085056551342,0.0,0.20436511928078255,0.3424654063647721,0.5040219679664961,0.5516915729559675,0.5878315781797248,0.39136246600739366
2020-01-09,0.19733093881595243,0.19666681220639665,0.20106975358022366,0.1997499073731012,0.034946636506358805,0.19021877873686893,0.1723779887449398,0.18325143337105085,0.6125505341060998,0.0,0.3872617082782548,0.2203194695737794,0.8101413437027154,0.9141117178217009,0.5462219307537948,0.16296367089140296,0.22709085056551342,0.0,0.20436511928078255,0.34939619053285254,0.5178685527367913,0.5600924980987542,0.5878315781797248,0.39136246600739366
2020-01-10,0.19990091652216996,0.19897289947734836,0.20286104183332548,0.19937939977769545,0.032520581975922856,0.19021877873686893,0.1723779887449398,0.18325143337105085,0.6125505341060998,0.0,0.3872617082782548,0.2203194695737794,0.8101413437027154,0.9141117178217009,0.5462219307537948,0.16296367089140296,0.22709085056551342,0.0,0.20436511928078255,0.3427672154142723,0.5109925337156392,0.529068598460156,0.5951884865566275,0.39136246600739366
2020-01-13,0.2005155437205846,0.20218604774154114,0.20566875284300346,0.20532295912066198,0.04292121312700575,0.19021877873686893,0.1723779887449398,0.18325143337105085,0.6125505341060998,0.0,0.3872617082782548,0.2203194695737794,0.8101413437027154,0.9141117178217009,0.5462219307537948,0.16296367089140296,0.22709085056551342,0.0,0.20436511928078255,0.3506900627696595,0.5273803057436227,0.5668261120842325,0.5931617042024924,0.39136246600739366
2020-01-14,0.2036320287342086,0.2028163782622679,0.2047589917337223,0.20092318142521923,0.037740171201774385,0.19021877873686893,0.1723779887449398,0.18325143337105085,0.6125505341060998,0.0,0.3872617082782548,0.2203194695737794,0.8101413437027154,0.9141117178217009,0.5462219307537948,0.16296367089140296,0.22709085056551342,0.0,0.20436511928078255,0.3434117538280869,0.5152508632058679,0.5054264557219136,0.5669402566463826,0.39136246600739366
2020-01-15,0.20208384939311375,0.20174020420249045,0.20712750772512661,0.20414968506854395,0.023333217555221934,0.19021877873686893,0.1723779887449398,0.18325143337105085,0.6125505341060998,0.0,0.3872617082782548,0.2203194695737794,0.8101413437027154,0.9141117178217009,0.5462219307537948,0.16296367089140296,0.22709085056551342,0.0,0.20436511928078255,0.34889779102485313,0.5189484897407461,0.5504892489685618,0.5659204603193428,0.39136246600739366
2020-01-16,0.20511828090165968,0.20320072614075985,0.20751964613429952,0.20510682969000868,0.023240124923483742,0.19021877873686893,0.1723779887449398,0.18325143337105085,0.6125505341060998,0.0,0.3872617082782548,0.2203194695737794,0.8101413437027154,0.9141117178217009,0.5462219307537948,0.16296367089140296,0.22709085056551342,0.0,0.20436511928078255,0.35437224719640004,0.5216966375574412,0.53692592922648,0.5463632727962032,0.39136246600739366
2020-01-17,0.20428226405746847,0.2026780130260108,0.20773924364343638,0.20567802889959244,0.049122820430368114,0.19021877873686893,0.1723779887449398,0.18325143337105085,0.6125505341060998,0.0,0.3872617082782548,0.2203194695737794,0.8101413437027154,0.9141117178217009,0.5462219307537948,0.16296367089140296,0.22709085056551342,0.0,0.20436511928078255,0.36306659460758584,0.5372929152101747,0.5346406966354789,0.5510856103122783,0.39136246600739366
