Date,Open,High,Low,Close,Volume
2020-01-02 12:30:00,7100.0,7100.0,6750.0,7100.0,58776
2020-01-03 12:30:00,7190.0,7198.0,6980.0,7190.0,141188
2020-01-06 12:30:00,7350.0,7350.0,6940.10009765625,7350.0,84266
2020-01-07 12:30:00,7544.7998046875,7544.7998046875,7282.89990234375,7544.7998046875,72524
2020-01-08 12:30:00,7460.0,7600.0,7400.0,7460.0,397185
2020-01-09 12:30:00,7400.0,7500.0,7282.7001953125,7400.0,167918
2020-01-10 12:30:00,7590.0,7632.7001953125,7400.0,7590.0,78990
2020-01-13 12:30:00,7589.0,7619.7001953125,7520.0,7589.0,56668
2020-01-14 12:30:00,7587.5,7588.0,7460.10009765625,7587.5,90561
2020-01-15 12:30:00,7450.0,7580.0,7400.0,7450.0,153632
2020-01-16 12:30:00,7650.0,7650.0,7400.0,7650.0,269371
2020-01-17 12:30:00,7799.0,7799.0,7644.89990234375,7799.0,118253
2020-01-20 12:30:00,7605.0,7799.0,7605.0,7605.0,22796
2020-01-21 12:30:00,7380.0,7600.0,7364.89990234375,7380.0,80600
2020-01-22 12:30:00,7350.0,7374.89990234375,7300.0,7350.0,86199
2020-01-23 12:30:00,7250.10009765625,7350.0,7200.0,7250.10009765625,61608
2020-01-24 12:30:00,7300.0,7369.89990234375,7250.0,7300.0,36211
2020-01-27 12:30:00,7109.89990234375,7250.0,7055.0,7109.89990234375,28715
2020-01-28 12:30:00,7175.0,7200.0,7121.0,7175.0,57920
2020-01-29 12:30:00,7150.0,7200.0,7133.7998046875,7150.0,35149
2020-01-30 12:30:00,7170.0,7170.0,7075.0,7170.0,80685
2020-01-31 12:30:00,7140.0,7300.0,7140.0,7140.0,30318
2020-02-03 12:30:00,7140.5,7150.10009765625,7111.0,7140.5,113245
2020-02-04 12:30:00,7261.0,7310.0,7171.60009765625,7261.0,116264
2020-02-05 12:30:00,7423.2998046875,7434.0,7181.89990234375,7423.2998046875,200034
2020-02-06 12:30:00,7600.0,7620.0,7423.2998046875,7600.0,135393
2020-02-07 12:30:00,7500.0,7530.0,7362.0,7500.0,45461
2020-02-10 12:30:00,7380.0,7380.0,7300.0,7380.0,182026
2020-02-11 12:30:00,7590.0,7600.0,7350.0,7590.0,51618
2020-02-12 12:30:00,7742.0,7770.0,7520.10009765625,7742.0,5760
2020-02-13 12:30:00,7719.0,7720.0,7551.0,7719.0,53594
2020-02-14 12:30:00,7690.0,7730.0,7501.0,7690.0,55991
2020-02-17 12:30:00,7600.0,7690.0,7500.0,7600.0,6935
2020-02-18 12:30:00,7399.0,7539.89990234375,7300.0,7399.0,67289
2020-02-19 12:30:00,7338.0,7500.0,7210.39990234375,7338.0,67936
2020-02-20 12:30:00,7200.0,7349.0,7180.0,7200.0,39340
2020-02-21 12:30:00,7240.0,7300.0,7120.10009765625,7240.0,90194
2020-02-24 12:30:00,6961.0,7110.0,6961.0,6961.0,26925
2020-02-25 12:30:00,6780.0,7000.0,6750.0,6780.0,65233
2020-02-26 12:30:00,6601.0,6800.0,6600.0,6601.0,141462
2020-02-27 12:30:00,6560.60009765625,6690.0,6375.0,6560.60009765625,121274
2020-02-28 12:30:00,6349.0,6640.0,6349.0,6349.0,829934
2020-03-02 12:30:00,6600.0,6670.0,6360.0,6600.0,209755
2020-03-03 12:30:00,6600.0,6899.0,6510.0,6600.0,170325
2020-03-04 12:30:00,6750.0,6801.0,6650.0,6750.0,126484
2020-03-05 12:30:00,6700.2001953125,6748.0,6600.0,6700.2001953125,248684
2020-03-06 12:30:00,6599.39990234375,6698.0,6550.0,6599.39990234375,136581
2020-03-09 12:30:00,6250.0,6490.0,6150.0,6250.0,161724
2020-03-10 12:30:00,6325.0,6601.0,6260.10009765625,6325.0,115222
2020-03-11 12:30:00,6265.0,6300.0,6201.0,6265.0,130241
2020-03-12 12:30:00,5721.0,6149.0,5721.0,5721.0,144302
2020-03-13 12:30:00,5816.10009765625,6100.0,5650.39990234375,5816.10009765625,185967
2020-03-16 12:30:00,5099.7001953125,5589.89990234375,5000.2998046875,5099.7001953125,172460
2020-03-17 12:30:00,4850.0,5450.0,4850.0,4850.0,487672
2020-03-18 12:30:00,4401.0,4748.7998046875,4300.10009765625,4401.0,64989
2020-03-19 12:30:00,4411.0,4800.0,4400.0,4411.0,103564
2020-03-20 12:30:00,4250.0,4755.0,4250.0,4250.0,1693490
2020-03-23 12:30:00,4100.10009765625,4440.0,4100.0,4100.10009765625,148266
2020-03-24 12:30:00,4100.0,4400.0,4100.0,4100.0,272826
2020-03-25 12:30:00,4430.0,4590.0,4205.0,4430.0,621603
2020-03-26 12:30:00,4530.0,4865.0,4349.89990234375,4530.0,175232
2020-03-27 12:30:00,4800.0,5000.10009765625,4430.0,4800.0,104849
2020-03-30 12:30:00,4945.0,5080.0,4825.0,4945.0,232682
2020-03-31 12:30:00,4900.10009765625,5290.10009765625,4900.10009765625,4900.10009765625,471882
2020-04-01 12:30:00,4840.0,5090.0,4650.0,4840.0,127842
2020-04-02 12:30:00,5299.89990234375,5300.0,4900.0,5299.89990234375,176745
2020-04-03 12:30:00,5439.0,5540.0,5201.0,5439.0,143214
2020-04-06 13:30:00,5430.0,5799.0,5430.0,5430.0,201099
2020-04-07 13:30:00,5110.0,5600.0,5033.2001953125,5110.0,206024
2020-04-08 13:30:00,5056.0,5280.0,5056.0,5056.0,132729
2020-04-09 13:30:00,5190.5,5330.0,5150.10009765625,5190.5,143226
2020-04-13 13:30:00,5299.0,5400.0,5102.10009765625,5299.0,129476
2020-04-14 13:30:00,5400.0,5460.0,5300.0,5400.0,48558
2020-04-15 13:30:00,5280.0,5386.60009765625,5210.0,5280.0,316002
2020-04-16 13:30:00,5100.0,5302.10009765625,5050.0,5100.0,443216
2020-04-17 13:30:00,5121.0,5400.0,5121.0,5121.0,44558
2020-04-20 13:30:00,4970.0,5121.0,4950.2001953125,4970.0,181704
2020-04-21 13:30:00,4852.0,4969.0,4811.0,4852.0,22000
2020-04-22 13:30:00,4920.0,5020.0,4860.10009765625,4920.0,121327
2020-04-23 13:30:00,5149.0,5149.0,4992.5,5149.0,171250
2020-04-24 13:30:00,5024.0,5150.0,4990.0,5024.0,94567
2020-04-27 13:30:00,5120.7998046875,5138.5,5030.2001953125,5120.7998046875,89670
2020-04-28 13:30:00,5100.10009765625,5268.0,5080.0,5100.10009765625,267857
2020-04-29 13:30:00,5350.10009765625,5350.10009765625,5150.10009765625,5350.10009765625,71528
2020-04-30 13:30:00,5218.0,5340.0,5200.0,5218.0,194594
2020-05-04 13:30:00,5000.0,5199.89990234375,5000.0,5000.0,147973
2020-05-05 13:30:00,5120.0,5249.0,5100.0,5120.0,119791
2020-05-06 13:30:00,5310.0,5399.89990234375,5160.0,5310.0,126204
2020-05-07 13:30:00,5450.0,5700.0,5338.0,5450.0,89882
2020-05-08 13:30:00,5100.0,5600.0,5100.0,5100.0,163540
2020-05-11 13:30:00,5100.0,5230.0,5011.2998046875,5100.0,91622
2020-05-12 13:30:00,5050.0,5270.0,5050.0,5050.0,100988
2020-05-13 13:30:00,4870.0,5194.0,4800.0,4870.0,242109
2020-05-14 13:30:00,4902.0,5079.89990234375,4810.0,4902.0,108601
2020-05-15 13:30:00,4770.0,5055.0,4770.0,4770.0,181146
2020-05-18 13:30:00,4978.0,5020.2001953125,4899.89990234375,4978.0,222906
2020-05-19 13:30:00,5050.0,5050.0,4957.0,5050.0,110838
2020-05-20 13:30:00,5060.0,5335.0,5055.10009765625,5060.0,105503
2020-05-22 13:30:00,4930.0,5099.89990234375,4865.0,4930.0,104035
2020-05-25 13:30:00,4902.0,5000.0,4800.10009765625,4902.0,14878
2020-05-26 13:30:00,4919.0,4995.0,4830.0,4919.0,76755
2020-05-27 13:30:00,4980.0,5050.0,4832.0,4980.0,76166
2020-05-28 13:30:00,4900.0,5059.2998046875,4850.10009765625,4900.0,38321
2020-05-29 13:30:00,5050.0,5050.0,4705.10009765625,5050.0,1269105
2020-06-01 13:30:00,5140.0,5155.0,4910.0,5140.0,197429
2020-06-02 13:30:00,5340.0,5340.0,5155.10009765625,5340.0,176307
2020-06-03 13:30:00,5370.0,5498.89990234375,5340.0,5370.0,249776
2020-06-04 13:30:00,5400.0,5400.0,5260.0,5400.0,199631
2020-06-05 13:30:00,5605.0,6000.0,5450.0,5605.0,257337
2020-06-08 13:30:00,5740.0,5940.0,5515.0,5740.0,169318
2020-06-09 13:30:00,5650.0,5780.0,5523.0,5650.0,247297
2020-06-10 13:30:00,5600.0,5800.0,5600.0,5600.0,168792
2020-06-11 13:30:00,5351.0,5498.0,5251.0,5351.0,170602
2020-06-12 13:30:00,5700.0,5700.0,5399.89990234375,5700.0,59888
2020-06-15 13:30:00,5508.0,5609.89990234375,5362.2001953125,5508.0,156238
2020-06-16 13:30:00,5580.0,5690.0,5430.5,5580.0,195345
2020-06-17 13:30:00,5630.0,5829.7001953125,5527.10009765625,5630.0,60888
2020-06-18 13:30:00,5700.2001953125,5730.0,5560.0,5700.2001953125,163333
2020-06-19 13:30:00,5701.0,5749.0,5556.0,5701.0,919394
2020-06-22 13:30:00,5700.0,5800.0,5510.10009765625,5700.0,74285
2020-06-23 13:30:00,5795.0,5795.0,5521.10009765625,5795.0,102772
2020-06-24 13:30:00,5794.0,5800.0,5700.0,5794.0,155365
2020-06-25 13:30:00,5762.5,5820.0,5700.0,5762.5,38341
2020-06-26 13:30:00,5700.0,5800.0,5699.89990234375,5700.0,143990
2020-06-30 13:30:00,5510.0,5780.0,5510.0,5510.0,279623
2020-07-01 13:30:00,5701.7998046875,5701.7998046875,5534.0,5701.7998046875,94488
2020-07-02 13:30:00,6090.0,6090.0,5750.0,6090.0,186016
2020-07-03 13:30:00,6049.0,6150.0,5902.0,6049.0,7500
2020-07-06 13:30:00,6325.0,6325.0,6102.10009765625,6325.0,180501
2020-07-07 13:30:00,6311.0,6350.0,6160.0,6311.0,142477
2020-07-08 13:30:00,6262.0,6336.10009765625,5998.89990234375,6262.0,44550
2020-07-09 13:30:00,5970.0,6150.0,5900.0,5970.0,200000
2020-07-10 13:30:00,6050.0,6070.0,5801.0,6050.0,41569
2020-07-13 13:30:00,6307.0,6330.0,6040.0,6307.0,144961
2020-07-14 13:30:00,6500.0,6500.0,6201.0,6500.0,114060
2020-07-15 13:30:00,6208.39990234375,6560.0,6208.39990234375,6208.39990234375,111382
