Date,Open,High,Low,Close,Volume
2020-01-02 12:30:00,71.75,72.0,71.0,71.75,51771399
2020-01-03 12:30:00,74.0,74.0,71.0,74.0,15424178
2020-01-06 12:30:00,75.19999694824219,75.76000213623047,72.18000030517578,75.19999694824219,8535653
2020-01-07 12:30:00,75.0,76.0,74.30000305175781,75.0,6194125
2020-01-08 12:30:00,75.18000030517578,75.48999786376953,74.19999694824219,75.18000030517578,18168095
2020-01-09 12:30:00,75.5,75.9000015258789,74.5199966430664,75.5,66096341
2020-01-10 12:30:00,76.9000015258789,77.48999786376953,74.0,76.9000015258789,5134509
2020-01-13 12:30:00,78.0999984741211,78.0999984741211,75.0999984741211,78.0999984741211,16430394
2020-01-14 12:30:00,78.30000305175781,78.30000305175781,77.12000274658203,78.30000305175781,6768394
2020-01-15 12:30:00,78.0,79.0,77.87000274658203,78.0,6173048
2020-01-16 12:30:00,78.19000244140625,78.5,77.66000366210938,78.19000244140625,12044354
2020-01-17 12:30:00,77.0999984741211,78.19000244140625,75.5999984741211,77.0999984741211,3760843
2020-01-20 12:30:00,77.5,77.5999984741211,75.48999786376953,77.5,4395920
2020-01-21 12:30:00,77.0,77.0,75.80999755859375,77.0,20803224
2020-01-22 12:30:00,77.0,77.05999755859375,76.5999984741211,77.0,16009247
2020-01-23 12:30:00,77.06999969482422,77.06999969482422,76.0,77.06999969482422,17290827
2020-01-24 12:30:00,76.5999984741211,77.4000015258789,76.43000030517578,76.5999984741211,2323200
2020-01-27 12:30:00,74.98999786376953,76.5999984741211,73.97000122070312,74.98999786376953,5596226
2020-01-28 12:30:00,75.19999694824219,75.47000122070312,74.0,75.19999694824219,21802547
2020-01-29 12:30:00,75.19999694824219,75.25,74.83000183105469,75.19999694824219,11930642
2020-01-30 12:30:00,76.1500015258789,76.5,74.69999694824219,76.1500015258789,11656731
2020-01-31 12:30:00,75.9000015258789,76.30999755859375,75.72000122070312,75.9000015258789,23100899
2020-02-03 12:30:00,76.94999694824219,76.94999694824219,75.80000305175781,76.94999694824219,18727241
2020-02-04 12:30:00,78.0,78.5,76.94999694824219,78.0,670796
2020-02-05 12:30:00,78.0,78.0,76.19999694824219,78.0,11937556
2020-02-06 12:30:00,78.0,78.18000030517578,77.30000305175781,78.0,26369941
2020-02-07 12:30:00,78.0999984741211,78.0999984741211,77.80999755859375,78.0999984741211,11575842
2020-02-10 12:30:00,78.05000305175781,78.08999633789062,77.19999694824219,78.05000305175781,15654602
2020-02-11 12:30:00,77.98999786376953,78.44000244140625,77.5199966430664,77.98999786376953,17585383
2020-02-12 12:30:00,77.0,78.19999694824219,76.5,77.0,8788516
2020-02-13 12:30:00,77.29000091552734,77.5,76.01000213623047,77.29000091552734,19582819
2020-02-14 12:30:00,77.19999694824219,77.86000061035156,76.76000213623047,77.19999694824219,1297097
2020-02-17 12:30:00,76.51000213623047,77.22000122070312,76.48999786376953,76.51000213623047,1236652
2020-02-18 12:30:00,75.30000305175781,76.48999786376953,74.73999786376953,75.30000305175781,8295550
2020-02-19 12:30:00,74.98999786376953,75.5,73.3499984741211,74.98999786376953,9854556
2020-02-20 12:30:00,75.19999694824219,75.69999694824219,75.0,75.19999694824219,11111532
2020-02-21 12:30:00,76.0,76.4000015258789,75.19999694824219,76.0,10429934
2020-02-24 12:30:00,74.8499984741211,76.5,74.30000305175781,74.8499984741211,3836038
2020-02-25 12:30:00,75.23999786376953,75.51000213623047,73.30999755859375,75.23999786376953,11315709
2020-02-26 12:30:00,74.0,75.23999786376953,73.5,74.0,16409910
2020-02-27 12:30:00,73.73999786376953,74.0,71.77999877929688,73.73999786376953,11349649
2020-02-28 12:30:00,73.0,73.5999984741211,70.0,73.0,76864460
2020-03-02 12:30:00,71.20999908447266,73.87999725341797,71.20999908447266,71.20999908447266,15022019
2020-03-03 12:30:00,71.69999694824219,73.01000213623047,71.22000122070312,71.69999694824219,12538778
2020-03-04 12:30:00,72.94999694824219,73.05000305175781,71.69000244140625,72.94999694824219,16496605
2020-03-05 12:30:00,72.38999938964844,73.0,71.55000305175781,72.38999938964844,17958092
2020-03-06 12:30:00,72.0,72.0,70.5199966430664,72.0,21675372
2020-03-09 12:30:00,70.0,71.79000091552734,68.04000091552734,70.0,14464096
2020-03-10 12:30:00,69.98999786376953,71.5,68.01000213623047,69.98999786376953,15637246
2020-03-11 12:30:00,69.95999908447266,70.66999816894531,68.20999908447266,69.95999908447266,16202267
2020-03-12 12:30:00,66.94999694824219,68.9800033569336,63.70000076293945,66.94999694824219,14787221
2020-03-13 12:30:00,68.5,70.0,64.88999938964844,68.5,19881679
2020-03-16 12:30:00,60.0,68.4800033569336,59.040000915527344,60.0,19846564
2020-03-17 12:30:00,58.5,62.0,54.029998779296875,58.5,304
2020-03-18 12:30:00,54.0,58.349998474121094,51.5,54.0,12549869
2020-03-19 12:30:00,55.20000076293945,57.90999984741211,53.0,55.20000076293945,9484984
2020-03-20 12:30:00,54.900001525878906,60.209999084472656,54.900001525878906,54.900001525878906,97847917
2020-03-23 12:30:00,53.0,57.900001525878906,51.5099983215332,53.0,23290919
2020-03-24 12:30:00,53.380001068115234,57.900001525878906,53.0,53.380001068115234,15636338
2020-03-25 12:30:00,54.400001525878906,56.9900016784668,53.38999938964844,54.400001525878906,47284172
2020-03-26 12:30:00,53.5099983215332,60.0,53.5099983215332,53.5099983215332,16530893
2020-03-27 12:30:00,53.70000076293945,55.0099983215332,51.0,53.70000076293945,8189016
2020-03-30 12:30:00,53.0,55.5,53.0,53.0,40623375
2020-03-31 12:30:00,58.0,59.0,53.20000076293945,58.0,48804815
2020-04-01 12:30:00,57.0,58.0,53.77000045776367,57.0,13424221
2020-04-02 12:30:00,59.5,61.0,58.0,59.5,36102544
2020-04-03 12:30:00,61.790000915527344,63.119998931884766,58.099998474121094,61.790000915527344,10128172
2020-04-06 13:30:00,63.0,64.04000091552734,62.209999084472656,63.0,20683627
2020-04-07 13:30:00,62.5,64.45999908447266,61.0099983215332,62.5,14977032
2020-04-08 13:30:00,63.0,64.75,61.20000076293945,63.0,28163050
2020-04-09 13:30:00,65.5,65.98999786376953,63.0,65.5,13487735
2020-04-13 13:30:00,65.97000122070312,67.30000305175781,63.29999923706055,65.97000122070312,28015424
2020-04-14 13:30:00,66.05000305175781,67.61000061035156,65.1500015258789,66.05000305175781,10526555
2020-04-15 13:30:00,67.80000305175781,67.80000305175781,64.66000366210938,67.80000305175781,25606054
2020-04-16 13:30:00,65.1500015258789,67.81999969482422,65.1500015258789,65.1500015258789,34075845
2020-04-17 13:30:00,65.5,67.4000015258789,65.04000091552734,65.5,6709333
2020-04-20 13:30:00,64.3499984741211,65.4000015258789,63.619998931884766,64.3499984741211,11113158
2020-04-21 13:30:00,62.849998474121094,63.970001220703125,61.5,62.849998474121094,15478838
2020-04-22 13:30:00,62.290000915527344,63.43000030517578,61.939998626708984,62.290000915527344,8911394
2020-04-23 13:30:00,63.0,63.0,61.349998474121094,63.0,7839193
2020-04-24 13:30:00,61.099998474121094,63.0,60.119998931884766,61.099998474121094,8266655
2020-04-27 13:30:00,63.61000061035156,64.94000244140625,61.29999923706055,63.61000061035156,6340413
2020-04-28 13:30:00,65.20999908447266,66.48999786376953,63.61000061035156,65.20999908447266,19416878
2020-04-29 13:30:00,67.97000122070312,68.0999984741211,65.20999908447266,67.97000122070312,4415665
2020-04-30 13:30:00,67.98999786376953,67.98999786376953,66.05999755859375,67.98999786376953,18548001
