Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,MACD,ADX,Relative_Price_20,Relative_Price_50,RSI,Stoch,ROC,BB_High,BB_Low,ATR,Volatility,OBV,ADI,Returns,Returns_5d,Returns_20d
2020-01-02,0.07438853825837333,0.07180897887323934,0.07596517287230653,0.08163067898152776,0.22174229041164703,0.05124568340092195,0.050206461332586216,0.04854228186333909,0.546606325717874,0.0,0.5124983797904118,0.3803387662518294,0.46156923124336524,0.5160210425633686,0.5187011209709463,0.024487603832306526,0.09578088876150948,0.0,0.2920988282015521,0.10827449132556047,0.21205253485178796,0.4652910720332189,0.536588220886483,0.5582769725859944
2020-01-03,0.07104330012520732,0.06809607645875249,0.07607683100191154,0.07444146280579145,0.20356670362433202,0.05124568340092195,0.050206461332586216,0.04854228186333909,0.546606325717874,0.0,0.5124983797904118,0.3803387662518294,0.46156923124336524,0.5160210425633686,0.5187011209709463,0.024487603832306526,0.09578088876150948,0.0,0.2920988282015521,0.0923338321248582,0.211076792933511,0.4652910720332189,0.536588220886483,0.5582769725859944
2020-01-06,0.06960962663956483,0.07359469315895362,0.07464122647841753,0.08315027458811797,0.22375269634103792,0.05124568340092195,0.050206461332586216,0.04854228186333909,0.546606325717874,0.0,0.5124983797904118,0.3803387662518294,0.46156923124336524,0.5160210425633686,0.5187011209709463,0.024487603832306526,0.09578088876150948,0.0,0.2920988282015521,0.10954028818739539,0.24003400352689544,0.5632607529427975,0.536588220886483,0.5582769725859944
2020-01-07,0.0837870644420301,0.07680143360160963,0.08486273068569583,0.08439216175736408,0.2283631048897337,0.05124568340092195,0.050206461332586216,0.04854228186333909,0.546606325717874,0.0,0.5124983797904118,0.3803387662518294,0.46156923124336524,0.5160210425633686,0.5187011209709463,0.024487603832306526,0.09578088876150948,0.0,0.2920988282015521,0.1270358477265174,0.25093556430391056,0.5168798803600091,0.536588220886483,0.5582769725859944
2020-01-08,0.08172894650486329,0.0758928571428571,0.08307620061201426,0.07974600599101356,0.18638106695694134,0.05124568340092195,0.050206461332586216,0.04854228186333909,0.546606325717874,0.0,0.5124983797904118,0.3803387662518294,0.46156923124336524,0.5160210425633686,0.5187011209709463,0.024487603832306526,0.09578088876150948,0.0,0.2920988282015521,0.11217284297994636,0.23665692411127656,0.4809895848358248,0.536588220886483,0.5582769725859944
2020-01-09,0.08550428668372201,0.0780369718309859,0.08606225802088208,0.08257925611582628,0.16363651076557426,0.05124568340092195,0.050206461332586216,0.04854228186333909,0.546606325717874,0.0,0.5124983797904118,0.3803387662518294,0.46156923124336524,0.5160210425633686,0.5187011209709463,0.024487603832306526,0.09578088876150948,0.0,0.2920988282015521,0.125609611808626,0.22437108461484695,0.5266957133985585,0.536588220886483,0.5582769725859944
2020-01-10,0.08406424131592105,0.07461644869215278,0.08102169102728041,0.07699700449326019,0.14217434087286288,0.05124568340092195,0.050206461332586216,0.04854228186333909,0.546606325717874,0.0,0.5124983797904118,0.3803387662518294,0.46156923124336524,0.5160210425633686,0.5187011209709463,0.024487603832306526,0.09578088876150948,0.0,0.2920988282015521,0.11351866469303351,0.20819675763254178,0.47518222584194414,0.5438246997636651,0.5582769725859944
2020-01-13,0.07958480815855784,0.07180583501006033,0.08127690960923495,0.07953694458312532,0.13737475655472697,0.05124568340092195,0.050206461332586216,0.04854228186333909,0.546606325717874,0.0,0.5124983797904118,0.3803387662518294,0.46156923124336524,0.5160210425633686,0.5187011209709463,0.024487603832306526,0.09578088876150948,0.0,0.2920988282015521,0.12530864574501593,0.2127491856162028,0.5249675472758542,0.5164796529729415,0.5582769725859944
2020-01-14,0.07785484215254912,0.0683821680080482,0.07417864279862485,0.07271592611083377,0.18195470490245294,0.05124568340092195,0.050206461332586216,0.04854228186333909,0.546606325717874,0.0,0.5124983797904118,0.3803387662518294,0.46156923124336524,0.5160210425633686,0.5187011209709463,0.024487603832306526,0.09578088876150948,0.0,0.2920988282015521,0.11072320352789529,0.2066976454630124,0.4673967437363546,0.48106524696506664,0.5582769725859944
2020-01-15,0.0735124044615918,0.06578848088531175,0.07307482243167163,0.07040064902646037,0.14484919041628802,0.05124568340092195,0.050206461332586216,0.04854228186333909,0.546606325717874,0.0,0.5124983797904118,0.3803387662518294,0.46156923124336524,0.5160210425633686,0.5187011209709463,0.024487603832306526,0.09578088876150948,0.0,0.2920988282015521,0.0984645254413535,0.19776535286833988,0.49490871966740524,0.49098933605415285,0.5582769725859944
