Date,Open,High,Low,Close,Volume,Symbol
2024-11-20,227.81,229.677,225.642,228.748,35208234,AAPL
2024-11-19,226.731,229.907,226.411,228.029,36251588,AAPL
2024-11-18,225.003,229.488,224.923,227.77,44735151,AAPL
2024-11-15,226.151,226.671,224.024,224.753,47976387,AAPL
2024-11-14,224.773,228.619,224.753,227.969,44973334,AAPL
2024-11-13,223.764,226.401,222.515,224.873,48619614,AAPL
2024-11-12,224.303,225.342,223.11,223.984,40442716,AAPL
2024-11-11,224.753,225.452,221.257,223.984,42051786,AAPL
2024-11-08,226.921,228.409,226.156,226.711,38370965,AAPL
2024-11-07,224.132,227.375,224.077,226.98,42230431,AAPL
2024-11-06,222.121,225.569,220.704,222.231,54681204,AAPL
2024-11-05,221.308,223.458,220.654,222.959,28173208,AAPL
2024-11-04,220.505,222.301,219.228,221.522,45043386,AAPL
2024-11-01,220.48,224.855,219.786,222.42,65420408,AAPL
2024-10-31,228.836,229.325,224.875,225.414,64511757,AAPL
2024-10-30,232.099,232.957,229.046,229.595,47174505,AAPL
2024-10-29,232.588,233.81,231.81,233.157,35495196,AAPL
2024-10-28,232.808,234.214,232.039,232.887,36166558,AAPL
2024-10-25,229.236,232.708,229.066,230.902,38887703,AAPL
2024-10-24,229.475,230.313,227.908,230.064,31177971,AAPL
2024-10-23,233.566,234.628,227.26,230.253,52402057,AAPL
2024-10-22,233.371,235.701,232.089,235.342,38932075,AAPL
2024-10-21,233.935,236.33,233.935,235.961,36334262,AAPL
2024-10-18,235.661,235.661,233.496,234.484,46533662,AAPL
2024-10-17,232.917,233.336,230.014,231.64,33066425,AAPL
2024-10-16,231.091,231.61,229.335,231.271,34157251,AAPL
2024-10-15,233.097,236.968,231.86,233.336,64893878,AAPL
2024-10-14,228.198,231.221,228.098,230.792,39969861,AAPL
2024-10-11,228.796,228.906,226.841,227.05,31829086,AAPL
2024-10-10,227.28,228.996,226.671,228.537,28245573,AAPL
2024-10-09,224.735,229.246,224.336,229.036,33665021,AAPL
2024-10-08,223.807,225.484,222.76,225.274,31925804,AAPL
2024-10-07,224.007,225.194,220.844,221.203,39592301,AAPL
2024-10-04,227.4,227.499,223.638,226.302,37427290,AAPL
2024-10-03,224.646,226.307,222.83,225.174,34119085,AAPL
2024-10-02,225.394,226.871,222.53,226.282,32952971,AAPL
2024-10-01,229.016,229.146,223.249,225.713,63424331,AAPL
2024-09-30,229.535,232.488,229.146,232.488,54913985,AAPL
2024-09-27,227.958,229.016,226.801,227.29,34100854,AAPL
2024-09-26,226.801,227.998,224.915,227.02,36717340,AAPL
2024-09-25,224.436,226.791,223.528,225.873,42401832,AAPL
2024-09-24,228.143,228.846,225.234,226.871,43651930,AAPL
2024-09-23,226.841,228.946,225.314,225.973,54265192,AAPL
2024-09-20,229.465,232.578,227.12,227.699,319381269,AAPL
2024-09-19,224.496,229.315,224.137,228.367,66928293,AAPL
2024-09-18,217.072,222.221,217.062,220.205,60026750,AAPL
2024-09-17,215.276,216.424,214.029,216.314,45619522,AAPL
2024-09-16,216.064,216.743,213.45,215.845,59488066,AAPL
2024-09-13,223.089,223.548,221.423,222.011,36847538,AAPL
2024-09-12,222.011,223.059,219.337,222.281,37580754,AAPL
2024-09-11,220.969,222.6,217.412,222.171,44685203,AAPL
2024-09-10,218.439,220.994,216.254,219.627,51704579,AAPL
2024-09-09,220.335,220.784,216.234,220.425,67327821,AAPL
2024-09-06,223.458,224.745,219.287,220.335,48529585,AAPL
2024-09-05,221.138,224.985,221.034,221.892,36695984,AAPL
2024-09-04,221.173,221.293,217.002,220.365,43936683,AAPL
2024-09-03,228.048,228.497,220.684,222.281,50301038,AAPL
2024-08-30,229.684,229.894,226.98,228.497,53107397,AAPL
2024-08-29,229.595,232.408,228.377,229.285,52020537,AAPL
2024-08-28,227.42,229.355,225.184,225.993,38135915,AAPL
2024-08-27,225.499,228.347,224.396,227.529,36013647,AAPL
2024-08-26,226.262,226.781,223.398,226.681,30669560,AAPL
2024-08-23,225.163,227.719,223.837,226.342,38762374,AAPL
2024-08-22,227.29,227.838,223.408,224.037,43791489,AAPL
2024-08-21,226.022,227.479,224.556,225.903,34841995,AAPL
2024-08-20,225.274,226.671,224.955,226.013,30365718,AAPL
2024-08-19,225.224,225.494,222.55,225.394,40777362,AAPL
2024-08-16,223.428,226.329,223.159,225.554,44437828,AAPL
2024-08-15,224.107,224.855,222.271,224.226,46516165,AAPL
2024-08-14,220.086,222.54,219.218,221.233,42052924,AAPL
2024-08-13,218.529,221.403,218.529,220.784,44252512,AAPL
2024-08-12,215.596,219.028,215.126,217.052,38111787,AAPL
2024-08-09,211.39,216.053,211.26,215.516,42343481,AAPL
2024-08-08,212.396,213.482,208.131,212.595,47319653,AAPL
2024-08-07,206.207,212.924,205.698,209.117,63729889,AAPL
2024-08-06,204.613,209.286,200.397,206.536,69894610,AAPL
2024-08-05,198.423,212.785,195.343,208.569,119950380,AAPL
2024-08-02,218.416,224.844,216.98,219.124,105923365,AAPL
2024-08-01,223.619,223.728,216.293,217.629,62711055,AAPL
2024-07-31,220.698,223.07,219.891,221.336,50204429,AAPL
2024-07-30,218.456,219.587,215.396,218.067,41783801,AAPL
2024-07-29,216.233,218.565,215.028,217.509,36433818,AAPL
2024-07-26,217.967,218.754,215.286,217.23,41741163,AAPL
2024-07-25,218.197,220.111,213.901,216.762,51563919,AAPL
2024-07-24,223.25,224.047,216.403,217.808,61985204,AAPL
2024-07-23,223.614,226.18,221.935,224.256,40094562,AAPL
2024-07-22,226.25,227.017,222.343,223.21,48363836,AAPL
2024-07-19,224.067,226.04,222.527,223.559,49316646,AAPL
2024-07-18,229.509,229.668,221.525,223.429,66256521,AAPL
2024-07-17,228.682,230.684,225.881,228.113,57538618,AAPL
2024-07-16,234.212,235.479,231.551,234.034,43379584,AAPL
2024-07-15,235.688,236.436,232.31,233.615,62841749,AAPL
2024-07-12,228.153,231.861,227.914,229.767,53224811,AAPL
2024-07-11,230.614,231.611,225.014,226.808,64928103,AAPL
2024-07-10,228.532,232.3,228.482,232.2,62838172,AAPL
2024-07-09,227.166,228.632,225.614,227.914,48331716,AAPL
2024-07-08,226.329,227.087,222.502,227.057,59284443,AAPL
2024-07-05,220.908,225.691,220.908,225.582,60615448,AAPL
2024-07-03,219.263,220.808,218.297,220.808,37495397,AAPL
2024-07-02,215.426,219.642,214.379,219.532,58241265,AAPL
2024-07-01,211.38,216.782,211.21,216.023,60605937,AAPL
2024-06-28,215.048,215.346,209.596,209.914,82820136,AAPL
2024-06-27,213.971,215.017,211.638,213.382,49939988,AAPL
2024-06-26,210.791,214.141,209.934,212.535,66435722,AAPL
2024-06-25,208.449,210.672,207.911,208.369,56904477,AAPL
2024-06-24,207.024,211.988,205.898,207.443,80998321,AAPL
2024-06-21,209.685,211.18,206.417,206.795,247249551,AAPL
