Date,Dividendo
2011-04-21 00:00:00-03:00,5.75532
2021-05-07 00:00:00-04:00,0.001298
2021-06-11 00:00:00-04:00,0.002013
2021-10-15 00:00:00-03:00,0.008768
2021-10-20 00:00:00-03:00,0.008768
2022-05-23 00:00:00-04:00,0.009996
2022-06-10 00:00:00-04:00,0.016246
2023-05-22 00:00:00-04:00,0.032521
2024-05-20 00:00:00-04:00,0.00352
