Price,Close,High,Low,Open,Volume
Ticker,VAPORES.SN,VAPORES.SN,VAPORES.SN,VAPORES.SN,VAPORES.SN
Date,,,,,
2021-01-04,28.958866119384766,29.468318636309537,28.66917855405514,28.958866119384766,10587359
2021-01-05,29.048768997192383,29.318479483687927,28.66917794254326,29.048768997192383,4590479
2021-01-06,29.258543014526367,29.26853059771204,28.878950073266967,29.258543014526367,7883056
2021-01-07,30.467243194580078,30.776909723073732,29.31847866830348,30.467243194580078,6030425
2021-01-08,31.356287002563477,31.466169473914473,30.477232947656038,31.356287002563477,3080646
2021-01-11,31.116544723510742,31.356286736450873,30.726964190645553,31.116544723510742,8402831
2021-01-12,30.816869735717773,31.11654679552302,30.647052227081392,30.816869735717773,3743572
2021-01-13,31.66595458984375,31.765845664429282,30.84683367902151,31.66595458984375,15010814
2021-01-14,32.26531219482422,32.415152633725214,31.765849145955112,32.26531219482422,3008928
2021-01-15,31.865737915039062,32.46509387533605,31.76584493743955,31.865737915039062,1302442
2021-01-18,32.04555130004883,32.57498091667934,31.76584939924345,32.04555130004883,10149703
2021-01-19,32.435123443603516,32.46508999959586,31.765841145176932,32.435123443603516,3958781
2021-01-20,32.854679107666016,32.95457400490318,32.36520744830634,32.854679107666016,4751897
2021-01-21,32.66488265991211,33.164345685872235,31.815795134719853,32.66488265991211,4318860
2021-01-22,32.435123443603516,32.61493040075695,31.825778067761306,32.435123443603516,5326935
2021-01-25,32.38517761230469,32.96455649494017,31.965630540548045,32.38517761230469,10707030
2021-01-26,32.45510482788086,32.74479044871786,32.07551191119103,32.45510482788086,4174671
2021-01-27,31.3363094329834,31.46616897454629,30.866812993971095,31.3363094329834,15141222
2021-01-28,31.266382217407227,31.466168174284626,30.56713517893651,31.266382217407227,3487189
2021-01-29,30.966707229614258,31.266384279393666,30.36735122475523,30.966707229614258,13049559
2021-02-01,30.89678192138672,31.166492402469473,30.47723291924693,30.89678192138672,10882150
2021-02-02,31.466169357299805,31.71590086013552,30.696995871293772,31.466169357299805,1556562
2021-02-03,31.446191787719727,31.665956739446642,31.316332238763113,31.446191787719727,19177555
2021-02-04,31.3363094329834,31.446189997290418,31.13652347102495,31.3363094329834,2118992
2021-02-05,31.65596580505371,31.815793814303763,31.446190352100416,31.61600785009112,269268
2021-02-08,31.66595458984375,31.765845664429282,30.966705635944315,31.66595458984375,2784822
2021-02-09,31.66595458984375,31.66595458984375,31.386254627223952,31.66595458984375,2955844
2021-02-10,31.3962459564209,31.765847526776408,30.97669694054422,31.3962459564209,2771082
2021-02-11,31.3962459564209,31.586042438800884,31.196459984936677,31.3962459564209,1058476
2021-02-12,31.066598892211914,31.566061890783487,30.567135893640337,31.066598892211914,2018693
2021-02-15,31.256397247314453,31.256397247314453,30.896783256992062,31.256397247314453,1202315
2021-02-16,33.024497985839844,33.26423811407426,30.62707383989189,33.024497985839844,5199642
2021-02-17,33.943504333496094,33.96348331036245,33.07443979811076,33.943504333496094,5724795
2021-02-18,34.08335494995117,34.263161939530896,33.06444994586618,34.08335494995117,19970225
2021-02-19,34.452964782714844,34.75264186726951,34.11332973739266,34.452964782714844,4816881
2021-02-22,33.9634895324707,34.462952613830566,33.86359844043909,33.9634895324707,2423938
2021-02-23,33.703758239746094,33.703758239746094,32.96455146952329,33.703758239746094,1000000
2021-02-24,34.26316452026367,34.41300495973302,33.56391548707448,34.26316452026367,12842656
2021-02-25,34.28314208984375,34.56284016737798,33.76370008113697,34.28314208984375,3784539
2021-02-26,34.51288986206055,34.942428313606015,33.953493784215276,34.51288986206055,14874402
2021-03-01,35.11224365234375,35.401929240417545,34.572822801834675,35.11224365234375,11798993
2021-03-02,36.810420989990234,37.06015248601622,35.451884852513054,36.810420989990234,2814124
2021-03-03,36.71052932739258,37.35983273089265,36.56068890793867,36.71052932739258,10755657
2021-03-04,36.56068801879883,37.06015099069827,36.19108648656126,36.56068801879883,2162933
2021-03-05,37.4097785949707,37.4097785949707,36.01128070314743,37.4097785949707,5200939
2021-03-08,37.95918655395508,38.358758462973604,37.05016408100805,37.95918655395508,5530190
2021-03-09,38.158973693847656,38.75832776539385,37.959187733132175,38.158973693847656,6001084
2021-03-10,38.89817428588867,39.35768310907729,37.759399337038616,38.89817428588867,3718789
2021-03-11,38.75832748413086,39.45757643626059,38.658436409798135,38.75832748413086,2627807
2021-03-12,38.93813705444336,38.95811603275786,38.49861096332585,38.93813705444336,2288202
2021-03-15,39.257789611816406,39.257789611816406,38.658435557828426,39.257789611816406,9667561
2021-03-16,39.50752258300781,39.93706106834648,39.06799651432186,39.50752258300781,1456433
2021-03-17,39.677337646484375,39.7572497363261,38.958109784909475,39.677337646484375,1768269
2021-03-18,40.64629364013672,40.64629364013672,39.65735912964325,40.64629364013672,3143192
2021-03-19,39.9570426940918,41.85500374630137,39.9570426940918,39.9570426940918,117453350
2021-03-22,39.8971061706543,40.326644688904004,39.25779409063629,39.8971061706543,3244235
2021-03-23,39.437599182128906,39.84715870174527,39.038031056742426,39.437599182128906,6709132
2021-03-24,39.697322845458984,39.84715946637901,39.05800697349197,39.697322845458984,4712126
2021-03-25,38.35875701904297,39.647368565390515,38.13899209629533,38.35875701904297,4756630
2021-03-26,38.55854034423828,38.958112250535095,38.378733367464726,38.55854034423828,3922448
2021-03-29,38.35875701904297,38.94812346682983,37.96917270764489,38.35875701904297,5172869
2021-03-30,38.22889709472656,38.958112591082504,37.659509600166444,38.22889709472656,7065983
2021-03-31,38.75832748413086,38.75832748413086,38.22889793108703,38.75832748413086,13255577
2021-04-01,38.93813705444336,38.95811603275786,38.35876192572485,38.93813705444336,5604220
2021-04-05,38.95811462402344,38.95811462402344,38.80827419738321,38.95811462402344,1555648
2021-04-06,39.337711334228516,39.36767789817854,38.958118344925154,39.337711334228516,1252982
2021-04-07,39.307735443115234,39.85714777576425,39.00805841387042,39.307735443115234,2547228
2021-04-08,40.75618362426758,40.836099540388005,39.35768938756563,40.75618362426758,6104881
2021-04-09,41.10580825805664,41.95489387169602,40.456504804849736,41.10580825805664,3899321
2021-04-12,40.45650863647461,43.65307304394585,40.356617546797715,40.45650863647461,7130668
2021-04-13,40.7961311340332,40.906013585256495,40.446508617049666,40.7961311340332,3030733
2021-04-14,41.20569610595703,41.45542759750828,40.58636307387796,41.20569610595703,6585364
2021-04-15,41.954898834228516,41.954898834228516,40.836102598950674,41.954898834228516,3279969
2021-04-16,42.953819274902344,43.553173368451525,41.95489324525345,42.953819274902344,3852967
2021-04-19,43.9527473449707,44.37229446781169,43.35339322359769,43.9527473449707,2565674
2021-04-20,43.90279769897461,44.35231515328088,42.45435426203229,43.90279769897461,6542229
2021-04-21,45.670902252197266,46.35017230119028,43.75296216956976,45.670902252197266,9850577
2021-04-22,45.32126998901367,46.25027144180224,44.45220546597281,45.32126998901367,3958478
2021-04-23,44.80182647705078,45.451129856381954,44.42223736693718,44.80182647705078,20507392
2021-04-26,45.40118408203125,45.8007521659235,45.05155772170054,45.40118408203125,2907940
2021-04-27,44.74190139770508,45.45113802151867,44.10258929676884,44.74190139770508,4591750
